Data,ID_Cliente,ID_Produto,ID_Vendedor,ID_CentroCusto,ID_Fornecedor,Documento,Valor,Tipo
2026-12-25,CLI0069,PRD0051,V016,CC04,FOR0043,DOC102781,27076.45,Despesa
2024-06-20,CLI0007,PRD0047,V001,CC01,,DOC102782,14884.89,Receita
2025-08-13,CLI0082,PRD0024,V002,CC06,FOR0072,DOC102783,8550.68,Despesa
2025-01-06,CLI0071,PRD0197,V005,CC01,,DOC102784,1962.91,Receita
2025-03-26,CLI0063,PRD0072,V030,CC04,,DOC102785,28824.72,Receita
2024-08-25,CLI0242,PRD0154,V026,CC07,,DOC102786,17414.21,Receita
2024-05-13,CLI0218,PRD0052,V006,CC08,FOR0024,DOC102787,27189.66,Despesa
2025-09-21,CLI0069,PRD0133,V026,CC02,,DOC102788,15941.41,Receita
2025-06-28,CLI0285,PRD0143,V027,CC07,,DOC102789,16719.73,Receita
2025-04-12,CLI0175,PRD0047,V019,CC02,FOR0034,DOC102790,22442.19,Despesa
2024-02-08,CLI0055,PRD0140,V015,CC01,,DOC102791,1610.94,Receita
2023-04-11,CLI0144,PRD0105,V015,CC03,FOR0038,DOC102792,24154.66,Despesa
2024-08-13,CLI0272,PRD0128,V009,CC03,FOR0060,DOC102793,2486.8,Despesa
2026-10-30,CLI0065,PRD0057,V018,CC10,,DOC102794,24053.87,Receita
2023-02-11,CLI0295,PRD0183,V011,CC04,FOR0025,DOC102795,4195.52,Despesa
2025-03-31,CLI0042,PRD0182,V026,CC09,,DOC102796,18474.81,Receita
2025-01-31,CLI0132,PRD0101,V013,CC08,,DOC102797,24878.57,Receita
2024-06-22,CLI0001,PRD0195,V008,CC09,,DOC102798,3654.8,Receita
2026-01-29,CLI0096,PRD0125,V004,CC05,FOR0097,DOC102799,24074.97,Despesa
2024-05-26,CLI0023,PRD0007,V029,CC03,,DOC102800,17609.18,Receita
2025-02-16,CLI0255,PRD0024,V029,CC09,FOR0060,DOC102801,15638.26,Despesa
2025-12-15,CLI0036,PRD0129,V005,CC07,,DOC102802,24025.98,Receita
2026-11-02,CLI0183,PRD0098,V017,CC01,,DOC102803,6698.97,Receita
2024-05-29,CLI0199,PRD0077,V002,CC01,FOR0056,DOC102804,26081.34,Despesa
2025-07-30,CLI0126,PRD0064,V028,CC03,FOR0044,DOC102805,15616.2,Despesa
2024-11-02,CLI0229,PRD0119,V016,CC10,,DOC102806,12476.0,Receita
2023-07-24,CLI0237,PRD0082,V013,CC05,,DOC102807,3718.56,Receita
2026-09-09,CLI0226,PRD0079,V026,CC04,FOR0091,DOC102808,24023.2,Despesa
2026-06-14,CLI0044,PRD0119,V014,CC03,FOR0017,DOC102809,14667.73,Despesa
2024-05-06,CLI0167,PRD0068,V010,CC03,,DOC102810,12348.55,Receita
2023-12-24,CLI0188,PRD0127,V012,CC10,,DOC102811,5589.75,Receita
2024-08-27,CLI0162,PRD0033,V008,CC10,FOR0061,DOC102812,18528.32,Despesa
2023-08-05,CLI0111,PRD0072,V022,CC03,,DOC102813,23555.61,Receita
2026-09-06,CLI0032,PRD0035,V020,CC03,,DOC102814,21136.62,Receita
2026-11-11,CLI0002,PRD0034,V025,CC07,FOR0005,DOC102815,3043.14,Despesa
2023-07-05,CLI0227,PRD0177,V005,CC05,,DOC102816,28306.29,Receita
2026-11-24,CLI0268,PRD0077,V025,CC08,,DOC102817,21635.35,Receita
2024-03-16,CLI0067,PRD0187,V019,CC01,,DOC102818,3843.54,Receita
2026-01-24,CLI0145,PRD0163,V028,CC08,FOR0066,DOC102819,22447.27,Despesa
2023-03-28,CLI0297,PRD0030,V015,CC05,FOR0018,DOC102820,25939.78,Despesa
2026-02-10,CLI0013,PRD0186,V027,CC07,,DOC102821,2770.37,Receita
2024-06-01,CLI0055,PRD0108,V020,CC10,,DOC102822,3408.86,Receita
2025-05-21,CLI0020,PRD0166,V012,CC09,FOR0018,DOC102823,19618.24,Despesa
2023-12-27,CLI0153,PRD0115,V009,CC09,,DOC102824,6882.36,Receita
2026-12-15,CLI0067,PRD0058,V007,CC07,FOR0022,DOC102825,22046.73,Despesa
2023-05-06,CLI0023,PRD0174,V026,CC07,FOR0085,DOC102826,28588.52,Despesa
2025-01-23,CLI0057,PRD0112,V030,CC10,,DOC102827,23427.76,Receita
2023-06-17,CLI0215,PRD0184,V019,CC09,,DOC102828,8725.98,Receita
2025-07-16,CLI0184,PRD0148,V022,CC06,,DOC102829,13916.83,Receita
2023-03-20,CLI0056,PRD0104,V023,CC02,FOR0057,DOC102830,17498.5,Despesa
2026-07-28,CLI0191,PRD0149,V016,CC10,,DOC102831,6111.89,Receita
2024-08-17,CLI0153,PRD0135,V016,CC05,,DOC102832,15191.41,Receita
2025-12-13,CLI0114,PRD0005,V014,CC10,FOR0050,DOC102833,18594.35,Despesa
2025-09-25,CLI0265,PRD0161,V015,CC07,FOR0050,DOC102834,19898.4,Despesa
2026-01-08,CLI0260,PRD0126,V012,CC09,FOR0054,DOC102835,13590.51,Despesa
2025-05-04,CLI0284,PRD0151,V001,CC08,FOR0090,DOC102836,13047.01,Despesa
2024-05-15,CLI0247,PRD0178,V020,CC10,,DOC102837,29415.2,Receita
2026-03-19,CLI0159,PRD0166,V008,CC04,,DOC102838,5013.31,Receita
2026-03-07,CLI0299,PRD0197,V011,CC02,FOR0082,DOC102839,23113.32,Despesa
2026-12-26,CLI0168,PRD0047,V003,CC04,,DOC102840,13242.32,Receita
2026-05-25,CLI0108,PRD0134,V020,CC02,FOR0023,DOC102841,7990.17,Despesa
2025-04-18,CLI0240,PRD0172,V011,CC06,FOR0079,DOC102842,28509.61,Despesa
2026-01-19,CLI0086,PRD0154,V001,CC08,FOR0015,DOC102843,14780.1,Despesa
2025-06-30,CLI0063,PRD0074,V019,CC02,FOR0024,DOC102844,4885.89,Despesa
2026-05-17,CLI0222,PRD0036,V026,CC06,FOR0003,DOC102845,8241.5,Despesa
2026-07-28,CLI0134,PRD0112,V002,CC10,,DOC102846,21219.65,Receita
2025-04-07,CLI0078,PRD0079,V027,CC01,FOR0062,DOC102847,26701.5,Despesa
2026-02-24,CLI0281,PRD0083,V025,CC09,FOR0092,DOC102848,13482.99,Despesa
2026-12-30,CLI0095,PRD0012,V021,CC03,FOR0040,DOC102849,14333.09,Despesa
2026-12-02,CLI0210,PRD0022,V019,CC04,,DOC102850,254.52,Receita
2025-10-14,CLI0239,PRD0078,V014,CC08,,DOC102851,721.32,Receita
2026-11-20,CLI0183,PRD0145,V016,CC01,,DOC102852,21359.67,Receita
2025-04-10,CLI0169,PRD0002,V007,CC01,,DOC102853,9750.47,Receita
2024-03-13,CLI0190,PRD0002,V023,CC02,FOR0090,DOC102854,26306.93,Despesa
2023-10-21,CLI0018,PRD0123,V003,CC01,,DOC102855,4529.44,Receita
2023-12-28,CLI0050,PRD0035,V006,CC03,,DOC102856,19044.4,Receita
2023-06-19,CLI0250,PRD0123,V020,CC07,,DOC102857,4590.73,Receita
2026-11-12,CLI0182,PRD0152,V002,CC08,,DOC102858,22100.95,Receita
2024-09-20,CLI0134,PRD0052,V013,CC07,,DOC102859,27885.96,Receita
2025-09-20,CLI0300,PRD0156,V009,CC09,,DOC102860,28769.18,Receita
2024-09-14,CLI0026,PRD0132,V017,CC05,FOR0008,DOC102861,29939.87,Despesa
2023-05-29,CLI0183,PRD0131,V021,CC01,FOR0071,DOC102862,29958.71,Despesa
2026-06-04,CLI0120,PRD0114,V011,CC02,FOR0047,DOC102863,24664.64,Despesa
2026-02-27,CLI0031,PRD0047,V014,CC07,,DOC102864,13271.81,Receita
2023-06-21,CLI0216,PRD0106,V022,CC10,FOR0088,DOC102865,11358.83,Despesa
2026-08-22,CLI0138,PRD0135,V020,CC01,FOR0018,DOC102866,6153.12,Despesa
2023-08-10,CLI0096,PRD0012,V028,CC04,FOR0031,DOC102867,24966.68,Despesa
2024-12-20,CLI0024,PRD0080,V020,CC08,,DOC102868,25416.03,Receita
2023-01-25,CLI0245,PRD0188,V018,CC09,,DOC102869,7941.58,Receita
2023-08-10,CLI0099,PRD0158,V015,CC04,,DOC102870,28083.43,Receita
2026-03-25,CLI0108,PRD0074,V021,CC04,FOR0021,DOC102871,1515.69,Despesa
2025-02-03,CLI0260,PRD0063,V007,CC03,FOR0060,DOC102872,2743.84,Despesa
2023-02-07,CLI0196,PRD0108,V027,CC05,FOR0082,DOC102873,22945.03,Despesa
2025-02-20,CLI0068,PRD0054,V016,CC08,,DOC102874,11209.2,Receita
2025-03-17,CLI0215,PRD0049,V027,CC08,FOR0016,DOC102875,26021.93,Despesa
2024-09-26,CLI0222,PRD0071,V027,CC09,FOR0006,DOC102876,24766.91,Despesa
2026-01-07,CLI0125,PRD0078,V018,CC03,,DOC102877,18737.6,Receita
2024-03-11,CLI0275,PRD0189,V020,CC05,,DOC102878,16869.49,Receita
2023-07-15,CLI0085,PRD0071,V010,CC06,FOR0001,DOC102879,15442.0,Despesa
2023-08-24,CLI0059,PRD0075,V014,CC07,,DOC102880,10894.98,Receita
2023-05-02,CLI0101,PRD0191,V020,CC10,,DOC102881,22977.4,Receita
2024-03-22,CLI0073,PRD0010,V014,CC10,FOR0045,DOC102882,3615.52,Despesa
2024-02-03,CLI0177,PRD0140,V018,CC10,FOR0011,DOC102883,2745.91,Despesa
2024-07-22,CLI0224,PRD0014,V001,CC08,FOR0093,DOC102884,12658.26,Despesa
2025-01-26,CLI0056,PRD0097,V016,CC06,,DOC102885,5468.78,Receita
2026-12-27,CLI0219,PRD0116,V022,CC08,FOR0064,DOC102886,28606.0,Despesa
2024-09-14,CLI0195,PRD0102,V027,CC03,FOR0052,DOC102887,26297.19,Despesa
2024-10-23,CLI0065,PRD0158,V013,CC07,,DOC102888,21494.42,Receita
2023-02-26,CLI0184,PRD0145,V029,CC03,,DOC102889,14279.3,Receita
2024-11-12,CLI0029,PRD0106,V020,CC05,FOR0077,DOC102890,20332.38,Despesa
2025-09-26,CLI0258,PRD0146,V026,CC05,FOR0046,DOC102891,24363.0,Despesa
2023-12-25,CLI0288,PRD0086,V024,CC10,FOR0008,DOC102892,3844.33,Despesa
2023-07-04,CLI0158,PRD0191,V029,CC10,FOR0047,DOC102893,17736.6,Despesa
2026-08-04,CLI0160,PRD0088,V011,CC07,FOR0042,DOC102894,3876.7,Despesa
2026-08-09,CLI0108,PRD0071,V006,CC05,FOR0027,DOC102895,21578.84,Despesa
2024-05-09,CLI0112,PRD0149,V028,CC01,FOR0041,DOC102896,6370.79,Despesa
2024-01-03,CLI0028,PRD0097,V030,CC08,FOR0030,DOC102897,29665.1,Despesa
2023-11-15,CLI0162,PRD0057,V025,CC06,FOR0040,DOC102898,22167.03,Despesa
2025-08-27,CLI0160,PRD0184,V028,CC06,,DOC102899,21959.72,Receita
2025-07-29,CLI0183,PRD0115,V012,CC02,FOR0049,DOC102900,7976.4,Despesa
2023-09-28,CLI0279,PRD0119,V001,CC01,,DOC102901,21864.38,Receita
2023-04-29,CLI0294,PRD0162,V001,CC03,,DOC102902,10745.44,Receita
2025-09-24,CLI0003,PRD0073,V011,CC02,,DOC102903,11835.26,Receita
2026-11-12,CLI0296,PRD0103,V027,CC08,FOR0015,DOC102904,12224.15,Despesa
2023-10-29,CLI0275,PRD0095,V013,CC08,FOR0003,DOC102905,20404.61,Despesa
2024-07-17,CLI0149,PRD0132,V002,CC07,FOR0094,DOC102906,25561.24,Despesa
2024-11-25,CLI0243,PRD0031,V015,CC04,FOR0073,DOC102907,27840.04,Despesa
2025-03-04,CLI0171,PRD0075,V010,CC06,FOR0012,DOC102908,2098.72,Despesa
2024-07-13,CLI0047,PRD0002,V010,CC03,FOR0093,DOC102909,21579.4,Despesa
2025-05-29,CLI0190,PRD0178,V008,CC07,FOR0054,DOC102910,28960.38,Despesa
2024-04-04,CLI0140,PRD0033,V019,CC05,FOR0075,DOC102911,19219.53,Despesa
2025-09-03,CLI0281,PRD0010,V002,CC03,,DOC102912,25391.03,Receita
2025-03-05,CLI0136,PRD0063,V012,CC05,FOR0044,DOC102913,27866.77,Despesa
2026-11-22,CLI0061,PRD0041,V027,CC03,,DOC102914,25419.21,Receita
2023-08-25,CLI0046,PRD0074,V030,CC03,,DOC102915,13578.81,Receita
2025-05-12,CLI0233,PRD0034,V012,CC05,FOR0013,DOC102916,15348.67,Despesa
2025-01-02,CLI0109,PRD0002,V003,CC05,,DOC102917,14400.16,Receita
2023-08-30,CLI0299,PRD0175,V006,CC04,FOR0051,DOC102918,16475.26,Despesa
2023-03-06,CLI0246,PRD0036,V026,CC03,,DOC102919,17970.21,Receita
2026-12-18,CLI0082,PRD0005,V002,CC09,,DOC102920,16652.29,Receita
2026-10-06,CLI0271,PRD0036,V014,CC07,FOR0011,DOC102921,13696.97,Despesa
2026-08-01,CLI0135,PRD0084,V020,CC08,FOR0035,DOC102922,17309.58,Despesa
2025-11-02,CLI0251,PRD0013,V014,CC07,,DOC102923,12231.73,Receita
2024-07-31,CLI0074,PRD0200,V009,CC02,FOR0099,DOC102924,23872.47,Despesa
2026-07-01,CLI0085,PRD0089,V008,CC10,FOR0009,DOC102925,12193.11,Despesa
2025-04-16,CLI0223,PRD0053,V022,CC02,FOR0034,DOC102926,16852.27,Despesa
2023-09-28,CLI0242,PRD0159,V026,CC07,FOR0003,DOC102927,23885.55,Despesa
2023-10-01,CLI0224,PRD0146,V025,CC10,,DOC102928,1863.06,Receita
2026-12-10,CLI0256,PRD0164,V018,CC08,,DOC102929,28629.12,Receita
2023-04-28,CLI0187,PRD0083,V009,CC03,FOR0076,DOC102930,10938.58,Despesa
2024-05-14,CLI0058,PRD0096,V011,CC04,,DOC102931,8257.61,Receita
2023-05-23,CLI0112,PRD0105,V011,CC03,FOR0087,DOC102932,16956.4,Despesa
2026-11-30,CLI0265,PRD0067,V010,CC10,FOR0057,DOC102933,5493.39,Despesa
2024-09-05,CLI0033,PRD0028,V026,CC08,,DOC102934,29779.44,Receita
2024-05-09,CLI0209,PRD0118,V024,CC09,,DOC102935,24434.13,Receita
2023-11-22,CLI0290,PRD0073,V029,CC10,FOR0056,DOC102936,20366.24,Despesa
2024-07-21,CLI0035,PRD0077,V025,CC01,,DOC102937,5635.21,Receita
2024-08-16,CLI0111,PRD0009,V017,CC10,FOR0084,DOC102938,1394.64,Despesa
2024-01-30,CLI0255,PRD0020,V005,CC08,,DOC102939,15227.97,Receita
2026-12-19,CLI0218,PRD0141,V026,CC07,FOR0079,DOC102940,6234.12,Despesa
2026-03-23,CLI0260,PRD0168,V015,CC01,FOR0004,DOC102941,10163.09,Despesa
2024-09-18,CLI0294,PRD0071,V024,CC05,FOR0070,DOC102942,16169.46,Despesa
2026-05-18,CLI0223,PRD0015,V029,CC06,FOR0038,DOC102943,14847.41,Despesa
2025-10-30,CLI0172,PRD0143,V030,CC08,,DOC102944,13288.03,Receita
2026-09-15,CLI0110,PRD0144,V020,CC09,,DOC102945,24522.72,Receita
2023-07-12,CLI0113,PRD0042,V029,CC09,FOR0092,DOC102946,15382.68,Despesa
2025-10-29,CLI0225,PRD0140,V002,CC05,FOR0019,DOC102947,17292.56,Despesa
2025-12-19,CLI0234,PRD0051,V015,CC02,,DOC102948,6038.23,Receita
2023-11-18,CLI0266,PRD0167,V016,CC07,FOR0025,DOC102949,6348.3,Despesa
2026-09-02,CLI0115,PRD0148,V010,CC01,FOR0068,DOC102950,19107.04,Despesa
2026-10-18,CLI0081,PRD0101,V014,CC03,FOR0003,DOC102951,18100.14,Despesa
2023-01-16,CLI0111,PRD0183,V019,CC05,FOR0033,DOC102952,26325.49,Despesa
2025-05-16,CLI0128,PRD0009,V026,CC06,FOR0061,DOC102953,23904.55,Despesa
2023-11-08,CLI0016,PRD0018,V010,CC07,FOR0033,DOC102954,29698.27,Despesa
2024-08-12,CLI0232,PRD0130,V019,CC02,FOR0052,DOC102955,2211.57,Despesa
2023-12-29,CLI0167,PRD0029,V009,CC02,,DOC102956,14422.26,Receita
2025-01-25,CLI0260,PRD0127,V008,CC04,FOR0038,DOC102957,19780.64,Despesa
2024-02-01,CLI0186,PRD0073,V014,CC09,,DOC102958,21357.6,Receita
2026-09-18,CLI0081,PRD0114,V030,CC10,,DOC102959,21791.32,Receita
2025-06-09,CLI0046,PRD0122,V029,CC07,FOR0058,DOC102960,13542.02,Despesa
2025-09-19,CLI0034,PRD0076,V008,CC06,FOR0086,DOC102961,20595.04,Despesa
2026-03-12,CLI0017,PRD0151,V018,CC02,FOR0045,DOC102962,10038.44,Despesa
2023-11-07,CLI0059,PRD0090,V013,CC08,,DOC102963,29171.68,Receita
2026-03-16,CLI0009,PRD0182,V007,CC09,FOR0063,DOC102964,13593.36,Despesa
2024-01-08,CLI0298,PRD0063,V011,CC08,,DOC102965,26119.62,Receita
2024-06-27,CLI0070,PRD0160,V009,CC03,,DOC102966,4546.61,Receita
2026-01-24,CLI0244,PRD0110,V010,CC05,FOR0045,DOC102967,10083.33,Despesa
2024-12-27,CLI0158,PRD0072,V010,CC09,FOR0098,DOC102968,16586.5,Despesa
2026-12-01,CLI0034,PRD0062,V007,CC03,FOR0097,DOC102969,18599.41,Despesa
2023-06-14,CLI0176,PRD0021,V004,CC06,FOR0076,DOC102970,5065.35,Despesa
2024-08-22,CLI0183,PRD0071,V004,CC06,FOR0088,DOC102971,3804.77,Despesa
2026-03-12,CLI0174,PRD0077,V008,CC05,FOR0030,DOC102972,10265.93,Despesa
2025-08-14,CLI0116,PRD0030,V018,CC02,FOR0004,DOC102973,14984.63,Despesa
2024-08-28,CLI0109,PRD0003,V013,CC03,,DOC102974,18958.52,Receita
2026-02-18,CLI0152,PRD0133,V004,CC02,FOR0013,DOC102975,12001.28,Despesa
2026-12-01,CLI0014,PRD0055,V004,CC05,,DOC102976,4203.6,Receita
2024-03-27,CLI0190,PRD0069,V012,CC03,,DOC102977,22435.71,Receita
2023-01-31,CLI0249,PRD0167,V014,CC06,FOR0028,DOC102978,25124.78,Despesa
2023-03-26,CLI0229,PRD0065,V029,CC08,,DOC102979,4917.79,Receita
2025-10-21,CLI0293,PRD0080,V018,CC06,FOR0090,DOC102980,6121.85,Despesa
2025-05-11,CLI0152,PRD0049,V010,CC08,FOR0005,DOC102981,9583.12,Despesa
2025-11-16,CLI0119,PRD0049,V021,CC07,,DOC102982,14291.96,Receita
2023-09-03,CLI0161,PRD0086,V012,CC02,,DOC102983,12965.85,Receita
2025-01-13,CLI0225,PRD0134,V003,CC02,FOR0002,DOC102984,20892.92,Despesa
2025-03-09,CLI0096,PRD0150,V027,CC03,FOR0057,DOC102985,23838.71,Despesa
2024-02-17,CLI0094,PRD0137,V020,CC01,FOR0025,DOC102986,5007.9,Despesa
2023-04-26,CLI0251,PRD0033,V023,CC06,FOR0055,DOC102987,14242.81,Despesa
2024-03-11,CLI0168,PRD0150,V002,CC06,,DOC102988,3316.66,Receita
2025-04-16,CLI0112,PRD0121,V027,CC09,FOR0015,DOC102989,20482.85,Despesa
2024-07-05,CLI0022,PRD0168,V005,CC07,FOR0072,DOC102990,1148.92,Despesa
2026-04-06,CLI0134,PRD0161,V025,CC04,FOR0024,DOC102991,4150.35,Despesa
2026-09-22,CLI0079,PRD0059,V028,CC05,FOR0056,DOC102992,10579.64,Despesa
2025-09-24,CLI0084,PRD0053,V025,CC03,FOR0068,DOC102993,28496.6,Despesa
2025-06-17,CLI0105,PRD0058,V006,CC07,,DOC102994,727.45,Receita
2023-12-05,CLI0096,PRD0110,V019,CC02,FOR0020,DOC102995,2904.29,Despesa
2026-07-21,CLI0180,PRD0032,V005,CC08,FOR0034,DOC102996,18099.28,Despesa
2026-12-14,CLI0292,PRD0148,V007,CC08,,DOC102997,12052.49,Receita
2024-04-05,CLI0137,PRD0037,V011,CC05,FOR0048,DOC102998,17183.4,Despesa
2023-08-08,CLI0014,PRD0112,V023,CC09,FOR0029,DOC102999,3790.11,Despesa
2023-04-15,CLI0285,PRD0077,V007,CC03,,DOC103000,22279.81,Receita
2024-03-21,CLI0199,PRD0059,V017,CC04,,DOC103001,216.61,Receita
2023-04-24,CLI0080,PRD0200,V027,CC08,,DOC103002,10652.08,Receita
2026-11-28,CLI0206,PRD0126,V008,CC03,FOR0003,DOC103003,26452.35,Despesa
2025-03-08,CLI0167,PRD0088,V024,CC04,,DOC103004,17457.47,Receita
2023-04-30,CLI0023,PRD0007,V010,CC10,,DOC103005,23682.6,Receita
2026-11-18,CLI0240,PRD0043,V027,CC06,,DOC103006,9782.23,Receita
2026-03-06,CLI0048,PRD0110,V018,CC01,FOR0041,DOC103007,3472.22,Despesa
2023-07-26,CLI0111,PRD0109,V009,CC01,,DOC103008,2709.0,Receita
2026-06-03,CLI0180,PRD0060,V030,CC07,FOR0019,DOC103009,26105.41,Despesa
2025-09-14,CLI0131,PRD0101,V024,CC09,,DOC103010,27559.53,Receita
2026-02-18,CLI0117,PRD0112,V004,CC05,,DOC103011,2763.28,Receita
2025-09-18,CLI0201,PRD0126,V023,CC02,FOR0010,DOC103012,1679.48,Despesa
2024-05-09,CLI0165,PRD0095,V020,CC04,,DOC103013,8281.09,Receita
2024-02-14,CLI0145,PRD0098,V026,CC09,FOR0047,DOC103014,8887.39,Despesa
2023-09-06,CLI0163,PRD0050,V018,CC10,,DOC103015,5048.61,Receita
2023-07-19,CLI0155,PRD0023,V020,CC01,,DOC103016,12125.93,Receita
2024-03-21,CLI0008,PRD0081,V002,CC10,,DOC103017,26293.23,Receita
2023-03-06,CLI0294,PRD0002,V024,CC04,,DOC103018,24603.67,Receita
2025-10-09,CLI0160,PRD0170,V027,CC02,FOR0011,DOC103019,22973.32,Despesa
2024-02-04,CLI0182,PRD0111,V013,CC05,,DOC103020,7524.99,Receita
2025-09-10,CLI0121,PRD0178,V005,CC07,FOR0095,DOC103021,28693.01,Despesa
2023-12-06,CLI0011,PRD0132,V028,CC03,,DOC103022,10574.95,Receita
2026-12-06,CLI0168,PRD0073,V020,CC10,FOR0049,DOC103023,25153.06,Despesa
2026-08-18,CLI0138,PRD0177,V009,CC08,,DOC103024,11847.89,Receita
2025-10-26,CLI0043,PRD0010,V015,CC09,FOR0018,DOC103025,5751.4,Despesa
2025-01-30,CLI0096,PRD0014,V021,CC06,,DOC103026,6922.19,Receita
2023-09-08,CLI0252,PRD0006,V008,CC09,,DOC103027,25385.65,Receita
2023-06-03,CLI0024,PRD0113,V006,CC10,,DOC103028,16170.44,Receita
2025-01-27,CLI0141,PRD0083,V019,CC05,,DOC103029,29699.76,Receita
2025-10-06,CLI0221,PRD0164,V029,CC03,FOR0007,DOC103030,4426.31,Despesa
2024-01-18,CLI0120,PRD0005,V011,CC03,FOR0011,DOC103031,20326.8,Despesa
2024-04-13,CLI0220,PRD0069,V007,CC04,FOR0021,DOC103032,25059.28,Despesa
2025-09-20,CLI0011,PRD0153,V011,CC08,,DOC103033,28466.07,Receita
2024-11-01,CLI0195,PRD0142,V014,CC08,,DOC103034,5780.65,Receita
2025-02-13,CLI0257,PRD0086,V029,CC09,,DOC103035,29826.2,Receita
2024-09-14,CLI0055,PRD0052,V012,CC03,FOR0023,DOC103036,20147.85,Despesa
2024-09-08,CLI0249,PRD0061,V028,CC09,FOR0031,DOC103037,12105.69,Despesa
2025-10-09,CLI0217,PRD0082,V003,CC05,,DOC103038,3405.82,Receita
2026-06-21,CLI0106,PRD0062,V028,CC03,FOR0048,DOC103039,22045.26,Despesa
2026-10-04,CLI0272,PRD0166,V004,CC09,FOR0088,DOC103040,28055.12,Despesa
2025-09-19,CLI0204,PRD0178,V011,CC04,,DOC103041,18019.44,Receita
2025-05-07,CLI0234,PRD0176,V018,CC02,FOR0005,DOC103042,5522.59,Despesa
2026-06-28,CLI0296,PRD0124,V020,CC06,,DOC103043,13072.42,Receita
2025-09-16,CLI0043,PRD0087,V013,CC07,FOR0028,DOC103044,4329.28,Despesa
2025-07-19,CLI0110,PRD0084,V015,CC04,FOR0070,DOC103045,29313.45,Despesa
2026-05-09,CLI0135,PRD0114,V014,CC09,,DOC103046,27186.26,Receita
2026-11-05,CLI0252,PRD0200,V019,CC07,FOR0013,DOC103047,3560.41,Despesa
2023-09-05,CLI0275,PRD0095,V005,CC09,FOR0033,DOC103048,10384.59,Despesa
2026-02-09,CLI0250,PRD0172,V002,CC08,FOR0083,DOC103049,29191.51,Despesa
2025-03-29,CLI0195,PRD0168,V003,CC02,FOR0001,DOC103050,10793.89,Despesa
2024-10-28,CLI0263,PRD0119,V026,CC01,,DOC103051,14416.74,Receita
2025-05-15,CLI0287,PRD0199,V030,CC07,,DOC103052,27458.78,Receita
2026-06-29,CLI0097,PRD0052,V001,CC06,FOR0077,DOC103053,13566.18,Despesa
2025-02-20,CLI0065,PRD0162,V024,CC06,FOR0059,DOC103054,5143.9,Despesa
2024-11-27,CLI0137,PRD0035,V028,CC05,,DOC103055,6162.43,Receita
2025-05-25,CLI0079,PRD0142,V018,CC02,,DOC103056,221.04,Receita
2025-09-24,CLI0280,PRD0159,V008,CC01,FOR0046,DOC103057,20909.26,Despesa
2025-09-03,CLI0015,PRD0087,V013,CC10,FOR0080,DOC103058,5955.6,Despesa
2023-05-10,CLI0162,PRD0026,V017,CC10,,DOC103059,16763.17,Receita
2025-04-11,CLI0042,PRD0143,V001,CC06,,DOC103060,1486.31,Receita
2025-08-31,CLI0224,PRD0135,V010,CC04,FOR0087,DOC103061,1944.16,Despesa
2024-07-04,CLI0121,PRD0057,V027,CC09,FOR0036,DOC103062,23587.94,Despesa
2023-09-13,CLI0163,PRD0024,V007,CC09,,DOC103063,18053.73,Receita
2026-05-26,CLI0140,PRD0011,V007,CC08,FOR0063,DOC103064,23114.52,Despesa
2025-06-21,CLI0016,PRD0148,V004,CC09,FOR0062,DOC103065,7139.48,Despesa
2026-04-29,CLI0162,PRD0182,V028,CC07,FOR0064,DOC103066,8461.66,Despesa
2024-03-24,CLI0088,PRD0033,V024,CC04,,DOC103067,14533.26,Receita
2023-02-16,CLI0214,PRD0077,V001,CC01,FOR0039,DOC103068,17673.95,Despesa
2025-11-14,CLI0092,PRD0082,V008,CC03,FOR0042,DOC103069,1421.83,Despesa
2026-02-20,CLI0178,PRD0046,V007,CC08,,DOC103070,19585.25,Receita
2023-01-22,CLI0207,PRD0058,V002,CC09,,DOC103071,3670.13,Receita
2025-07-06,CLI0262,PRD0159,V015,CC01,FOR0072,DOC103072,8271.71,Despesa
2023-03-23,CLI0233,PRD0099,V014,CC03,,DOC103073,23568.26,Receita
2026-02-06,CLI0173,PRD0003,V027,CC09,FOR0089,DOC103074,10541.59,Despesa
2025-10-07,CLI0265,PRD0100,V021,CC02,,DOC103075,9569.12,Receita
2025-06-02,CLI0212,PRD0077,V027,CC09,FOR0084,DOC103076,22232.81,Despesa
2024-08-02,CLI0080,PRD0042,V028,CC04,,DOC103077,2500.7,Receita
2025-07-22,CLI0275,PRD0122,V013,CC10,FOR0001,DOC103078,15201.66,Despesa
2024-01-01,CLI0196,PRD0143,V014,CC03,,DOC103079,20886.55,Receita
2023-04-14,CLI0011,PRD0033,V023,CC09,,DOC103080,13023.75,Receita
2023-12-02,CLI0215,PRD0169,V015,CC05,FOR0070,DOC103081,25107.65,Despesa
2024-03-25,CLI0080,PRD0177,V027,CC09,FOR0086,DOC103082,22591.96,Despesa
2025-01-26,CLI0085,PRD0063,V010,CC10,FOR0086,DOC103083,17157.67,Despesa
2023-03-03,CLI0116,PRD0082,V028,CC05,,DOC103084,20065.64,Receita
2026-12-28,CLI0203,PRD0064,V029,CC07,FOR0015,DOC103085,24592.44,Despesa
2025-11-26,CLI0088,PRD0078,V028,CC06,FOR0033,DOC103086,27809.82,Despesa
2025-11-20,CLI0084,PRD0054,V002,CC05,,DOC103087,3119.52,Receita
